location,image_link-src,city
"103 E High St, Jefferson City, MO 65101",https://lh5.googleusercontent.com/p/AF1QipOkTwAT3rarLriUdtoU5XT-_RJDPTg-7Nb_qd6z=w408-h544-k-no,Jefferson City
"1020 S Broadway, Minot, ND 58701",https://lh5.googleusercontent.com/p/AF1QipPgrHToMol81RsE7Zy5ghn6D0cq2l9aBm4j3SoI=w408-h382-k-no,Minot
"Scenic Dr, El Paso, TX 79902",https://lh5.googleusercontent.com/p/AF1QipPKxElHA8jSKDPP5u211pFDrElxj0XNX7K7_Pcq=w408-h306-k-no,El Paso
"32 Catherine St, Albany, NY 12202",https://lh5.googleusercontent.com/p/AF1QipPfaWHStnwvDBh32SpCFnjAsDxa3XV4lq-6e2IN=w408-h306-k-no,Albany
"820 Clyde Fant Pkwy, Shreveport, LA 71101",https://lh5.googleusercontent.com/p/AF1QipNGRD3B-iIRtSkGgtqTmqR2sTt8uW_7uxlKScY7=w559-h240-k-no,Shreveport
"1950 N Clinton St, Fort Wayne, IN 46805",https://lh5.googleusercontent.com/p/AF1QipMlE0t-LkxyFw6r9Vh6KsdpHR4g7VYrkt3h6Uod=w408-h272-k-no,Fort Wayne
"Union Station, 30 W Pershing Rd, Kansas City, MO 64108",https://lh5.googleusercontent.com/p/AF1QipMbI-YNi5uG_LOXJiL5MBzv0swrtlmGzDQdw5Y=w408-h306-k-no,Kansas City
"2500 W Broad St, Richmond, VA 23220",https://lh5.googleusercontent.com/p/AF1QipNJ1siFVqJM-JG-728p7ElmHJd7xMIEhKHnNloI=w408-h270-k-no,Richmond
"190276 Old Oregon Trail, Gering, NE 69341",https://lh5.googleusercontent.com/p/AF1QipPseOeN70JxZj-E3jMgWvqAT_ZJtYaa1iTuT4Ec=w408-h272-k-no,Scottsbluff
"2337 E Burnside St, Portland, OR 97214",https://lh5.googleusercontent.com/p/AF1QipPbtXqp2yVpxen7hanAxag8YdLWnUkMryYQ0pBO=w408-h240-k-no-pi-0-ya157.6-ro-0-fo100,Portland
"500 Sea World Dr., San Diego, CA 92109",https://lh5.googleusercontent.com/p/AF1QipOpl3BTtgmbWOl8UaM48BzjGMq8yGsupPn0Umfb=w408-h306-k-no,San Diego
"5555 W Zoo Blvd, Wichita, KS 67212",https://lh5.googleusercontent.com/p/AF1QipP7k9UN5Rz71T4H8WS4hv_RuVyw7sQoO90Qit2a=w408-h272-k-no,Wichita
"3300 11th Ave S, Grand Forks, ND 58201",https://lh5.googleusercontent.com/p/AF1QipPZ4Q7t3Rqn6oO2-m8Q700_vUUmS5yvbjap7ksq=w408-h306-k-no,Grand Forks
"503 S Front St #260, Columbus, OH 43215",https://lh5.googleusercontent.com/p/AF1QipPhYvrYS8PxTAjmwNp6d0KPzDeQSjUwsw1PBogL=w426-h240-k-no,Columbus
"1200 S DuSable Lake Shore Dr, Chicago, IL 60605",https://lh5.googleusercontent.com/p/AF1QipMU94UqjQwk6s6M5XFSIhoHfxuVjnLVjB6cjFNE=w408-h306-k-no,Chicago
"6903 Great View Dr N, Memphis, TN 38134",https://lh5.googleusercontent.com/p/AF1QipNyz6q8hzn4Rm8TYJTbqJuUqTbn0C4DEJZRwE0P=w408-h305-k-no,Memphis
"University of Nebraska-Lincoln, 12th and, R St, Lincoln, NE 68588",https://lh5.googleusercontent.com/p/AF1QipPZe8ImeYS30iCk0qayW_mPPLZJwefc3gBihk2Z=w408-h306-k-no,Lincoln
"3122 US-12, Helena, MT 59601",https://lh5.googleusercontent.com/p/AF1QipNNXXHAbe-7477zNK5kqnJEBYkZbTE4OrM7adZ8=w408-h408-k-no,Helena
"1817 W Broadway, Columbia, MO 65218",https://lh5.googleusercontent.com/p/AF1QipOFbuMJ6tHud4WHuLovvjotJcQ11GIblnTallj2=w408-h725-k-no,Columbia
"303 Willamette St, Eugene, OR 97401",https://lh5.googleusercontent.com/p/AF1QipPrKwVWxerm8h3Yw0eUxUWM-V2kURAuISUOS6Wb=w408-h272-k-no,Eugene
"Shrimp Boat Ln, Mt Pleasant, SC 29464",https://lh5.googleusercontent.com/p/AF1QipO7Nh5scl6ppMpHIkN6k380Q3gZUMVZFqYX1XE8=w408-h306-k-no,Mt Pleasant
"2008 Fairfield Ave, Fort Wayne, IN 46802",https://lh5.googleusercontent.com/p/AF1QipPMV9-SJfLoLI07v1OCklDMmaHJRCR3HdUU1Iqe=w408-h306-k-no,Fort Wayne
"114 W Audubon Dr, Fresno, CA 93720",https://lh5.googleusercontent.com/p/AF1QipOXZNd1u_Q6Ob-YLTGNsd8_qzyOz8msn5qjbCsz=w426-h240-k-no,Fresno
"1040 23rd Ave, Gulfport, MS 39501",https://lh5.googleusercontent.com/p/AF1QipOQdlN5TJqoD6XzudIQCjEmefkAW-_ZmIte_B9c=w408-h309-k-no,Gulfport
"4155 Shoshone Falls Grade, Twin Falls, ID 83301",https://lh5.googleusercontent.com/p/AF1QipMno6_3ArfCG8iyAfl2vaLBWfzUfAA2MRAMURzI=w408-h306-k-no,Twin Falls
"601 Clyde Fant Pkwy, Shreveport, LA 71101",https://lh5.googleusercontent.com/p/AF1QipMChqXQAW2_ta86QO8HSud8bWe37f8WaiAjmsEI=w408-h306-k-no,Shreveport
"142 N Common St, Shreveport, LA 71101",https://lh5.googleusercontent.com/p/AF1QipNy7PlJRs96lLJAT3Umf5tKgF8P30w2B65pgG2a=w408-h306-k-no,Shreveport
"9265 US 49, Gulfport, MS 39503",https://lh5.googleusercontent.com/p/AF1QipMBnhA12wg2WVW597_th1yQEKMbTKf-twGu1DE1=w426-h240-k-no,Gulfport
"2616 S Louise Ave, Sioux Falls, SD 57106",https://lh5.googleusercontent.com/p/AF1QipPKLx2Q6RAexBTUcJ3py9UU2llmVlXSF2CPBflQ=w408-h272-k-no,Sioux Falls
"780 Boardwalk Ave, Bozeman, MT 59718",https://lh5.googleusercontent.com/p/AF1QipOzQUk53m60_fv8m5sSseSnB68IdTwmLhse9MVw=w408-h306-k-no,Bozeman
"65 W Wesmark Blvd, Sumter, SC 29150",https://lh5.googleusercontent.com/p/AF1QipO9yfM5UFF3x9NQmlmjJmtXlKVTQl2k_lJc1E5W=w439-h240-k-no,Sumter
"137 S Wilmington St, Raleigh, NC 27601",https://lh5.googleusercontent.com/p/AF1QipNr1JPYPMVTcDHjF4rLVUaNIcNzqOCmH3cnVwDh=w408-h306-k-no,Raleigh
"1 Six Flags Blvd, Jackson Township, NJ 08527",https://lh5.googleusercontent.com/p/AF1QipPGRuXEm3-6y0b6k1ZKnLKgzABIIdakPuxBEmb5=w408-h434-k-no,Trenton
"4351 Lafayette Rd, Indianapolis, IN 46254",https://lh5.googleusercontent.com/p/AF1QipNTiRrej2Sxfaf0eKQBNRZy3TmfBxJXDAdBaXIL=w408-h544-k-no,Indianapolis
"161 Park Row, Brunswick, ME 04011",https://lh5.googleusercontent.com/p/AF1QipMvdeD3rcYSS1CDV9te1zr6GGYQueY03bqyYmRl=w408-h408-k-no,Brunswick
"15813 Gaither Dr, Gaithersburg, MD 20877",https://lh5.googleusercontent.com/p/AF1QipPjmnJjMaT1B6eNV_AFGXZZeFIri-pqEHYrF7VB=w408-h306-k-no,Gaithersburg
"233 S Wacker Dr, Chicago, IL 60606",https://lh5.googleusercontent.com/p/AF1QipPshUZ_JHl5RbKac6WTJkLoZh2HXt2GjRusMJ4b=w408-h510-k-no,Chicago
"2700 Watterson Trail, Jeffersontown, KY 40299",https://lh5.googleusercontent.com/p/AF1QipPnkhTtDjK0Ds5cePrNQ0a9xsGXJnUgMI4HZNRV=w426-h240-k-no,Jeffersontown
"Parking lot, Sand Flats Rd, Moab, UT 84532",https://lh5.googleusercontent.com/p/AF1QipONVqyP5zE7aWqpvsSckNgz1cmxMlllhdYyfNm8=w408-h305-k-no,Moab
"600 Independence Ave SW, Washington, DC 20560",https://lh5.googleusercontent.com/p/AF1QipPP1--KfYbch3IAlvaVq3CI6gkJ9UWFTNFqMgXz=w408-h257-k-no,Washington D.C.
"1144 N 4th St, San Jose, CA 95112",https://lh5.googleusercontent.com/p/AF1QipNYrzmSelqCeydko38otQATToCuWDX3W5U7yQZ0=w426-h240-k-no,San Jose
"6443 Mountain Rd, Stowe, VT 05672",https://lh5.googleusercontent.com/p/AF1QipMhaJtXTrDblGvlUrIOaXD07YX7p0juC6tNiXxb=w408-h306-k-no,Stowe
"Washington St N, Twin Falls, ID 83301",https://lh5.googleusercontent.com/p/AF1QipMY7bVthVfrEZGvSOJtgbcEP_U3ImE_qEDC2Ma2=w408-h306-k-no,Twin Falls
"1002 Snow Canyon Dr, Ivins, UT 84738",https://lh5.googleusercontent.com/p/AF1QipP1q8Hm2M9vekbvnMcph4YPE6aYkP79X8LSS0AE=w408-h306-k-no,St. George
"6450 Getwell Rd, Southaven, MS 38672",https://lh5.googleusercontent.com/p/AF1QipOTWJ6Wu1FZXGLR6L-Ogz6G6D8-kaGTyj3b6QKI=w408-h725-k-no,Southaven
"29 Main St, Stamford, CT 06901",https://lh5.googleusercontent.com/p/AF1QipOcZm147-k1HHuaE-9PrqN_8BIUpnCb1S1jt6rb=w408-h306-k-no,Stamford
"100 Aquarium Wharf, Charleston, SC 29401",https://lh5.googleusercontent.com/p/AF1QipMv3js_rTNCEQsRFJ0uP0TP9CZqCJDLEE193pgP=w408-h523-k-no,Charleston
"301 Gervais St, Columbia, SC 29201",https://lh5.googleusercontent.com/p/AF1QipOgcdRubhxSi5aXM_AyB9NiqISCFqUFGgbrLAmK=w427-h240-k-no,Columbia
"805 W Sioux Ave, Pierre, SD 57501",https://lh5.googleusercontent.com/p/AF1QipMU9mNokN9ZYWHCTL_ZY1Dt5SGPdlvMbDUCDQPY=w426-h240-k-no,Pierre
"500 E Capitol Ave, Pierre, SD 57501",https://lh5.googleusercontent.com/p/AF1QipOONXBxCQPUVnzfGXFUN5EVVesIvXNRJy11NgZA=w426-h240-k-no,Pierre
"1001 Museum Cir, Jacksonville, FL 32207",https://lh5.googleusercontent.com/p/AF1QipNvArvJlKadGjffrF2bMFXIOM4vq7EM9Hzt6qWf=w408-h306-k-no,Jacksonville
"136 E Grayson St Suite 120, San Antonio, TX 78215",https://lh5.googleusercontent.com/p/AF1QipMdP3W1VWlAFFhTl8kXlbyI8UWmxR0Q4pZ-_vnq=w408-h272-k-no,San Antonio
"1304 E Century Ave, Bismarck, ND 58503",https://lh5.googleusercontent.com/p/AF1QipNNMlLuu0Z0oV-_6dKYiyutKON8hHk5cdXzBxXs=w408-h306-k-no,Bismarck
"1601 E NASA Pkwy, Houston, TX 77058",https://lh5.googleusercontent.com/p/AF1QipPATGfjgRWPU5M-p6QTRV5So2AYzdeAbbSVu6r4=w408-h306-k-no,Houston
"1301 Mississippi St, Lawrence, KS 66045",https://lh5.googleusercontent.com/p/AF1QipOmCX3wpgZvjlquSohAhYBqplyxIj0yn6yrQxyZ=w408-h408-k-no,Lawrence
"1200 Texas Ave, Alexandria, LA 71301",https://lh5.googleusercontent.com/p/AF1QipMztsiBY8nQbKFq1hXZWe2YQj3PKD69QQq7zQ0O=w408-h541-k-no,Alexandria
"444 Needlerush Pkwy, Mt Pleasant, SC 29464",https://lh5.googleusercontent.com/p/AF1QipPgyWaymONCObV10jTZ54tilFNAjxJAQCOxLkcb=w408-h306-k-no,Mt Pleasant
"3001 Bancroft St, Missoula, MT 59801",https://lh5.googleusercontent.com/p/AF1QipPCUD0udqJKlle-5y7NDoA795JAdXrUl9ysxDJM=w408-h306-k-no,Missoula
"1000 S 42nd St, Grand Forks, ND 58201",https://lh5.googleusercontent.com/p/AF1QipOz_IoFSl-VACl21l0UcpRPH9hCOEGd86EmDKeQ=w426-h240-k-no,Grand Forks
"149 Jackson Ave, Yonkers, NY 10706",https://lh5.googleusercontent.com/p/AF1QipNopPEdxCNyGQBsF--NlTtG9r2e3OZ9hXbiTXQ4=w408-h408-k-no,Yonkers
"5906 2nd Ave W, Williston, ND 58801",https://lh5.googleusercontent.com/p/AF1QipPnK8bvKJkZFqPY86PDnMs48Vba59neEiC14CU-=w408-h905-k-no,Williston
"525 N Spring St, Shreveport, LA 71101",https://lh5.googleusercontent.com/p/AF1QipNAnb8w8172RBzXrwA16vzryWPHSAVhig5nqMqh=w408-h544-k-no,Shreveport
"Naperville, IL 60540",https://lh5.googleusercontent.com/p/AF1QipM2gtruCjdNF8LsGN2fnGducrijrQyV1lD2HSMj=w408-h306-k-no,Naperville
"1 Armory St #2, Springfield, MA 01105",https://lh5.googleusercontent.com/p/AF1QipM7-vzre8-t2S0irBtMGmw1dWTRUxExznNxmeQE=w408-h302-k-no,Springfield
"21 Edwards St, Springfield, MA 01103",https://lh5.googleusercontent.com/p/AF1QipOsT8m4HjS6mHx8fc2LSFNA6smv3awmEan_e3cc=w408-h271-k-no,Springfield
"1900 Park Ave, Park City, UT 84098",https://lh5.googleusercontent.com/p/AF1QipPDD5EJLfmkRUsRfTKgVjNXquH-BIMW8vLQct1c=w408-h273-k-no,Park City
"86 S Main St, St. George, UT 84770",https://lh5.googleusercontent.com/p/AF1QipOHyyFyyMbJZkDB7SyeV7wouSXWgOiHLL8JgCit=w441-h240-k-no,St. George
"2180 E Riverside Dr, St. George, UT 84790",https://lh5.googleusercontent.com/p/AF1QipNzHgdX-EIpEHl4AAv_FAmtxAj6LxUYjFAW00oO=w408-h306-k-no,St. George
"105-107 S Fairfax St, Alexandria, VA 22314",https://lh5.googleusercontent.com/p/AF1QipMgUSNHFMyTWj1PN6AI49v3Y4ChedSRj4VCiBRy=w408-h306-k-no,Alexandria
"28 Monument Square, Woonsocket, RI 02895",https://lh5.googleusercontent.com/p/AF1QipMjlaf_ZSPcr_4H4SKV_gaTHNwpLZxNVWqsySvL=w408-h306-k-no,Woonsocket
"39 Scofieldtown Rd, Stamford, CT 06903",https://lh5.googleusercontent.com/p/AF1QipPe2Po_czeXSaEWRE-GT6lnZqG8hEjtKxk2003g=w408-h306-k-no,Stamford
"714 N Portage Path, Akron, OH 44303",https://lh5.googleusercontent.com/p/AF1QipPDEeDSc-XHCqvohiyRlXbmSG_9MfCette_sNBB=w408-h282-k-no,Akron
"Morrill Hall, 645 N 14th St, Lincoln, NE 68588",https://lh5.googleusercontent.com/p/AF1QipMuXq0_Go0WJxERoDZQaBoWvXroX6HNlGaTavtY=w408-h271-k-no,Lincoln
"New York, NY 10004",https://lh5.googleusercontent.com/p/AF1QipOFjasi3EyWszCx48aiiZXR1cM9cs_0BxV9G6Jy=w408-h535-k-no,New York
"350 Cliff St, Scranton, PA 18503",https://lh5.googleusercontent.com/p/AF1QipMEVHib4bTk9ia8HVBy5CZOrclLwVkoaxg-7NeT=w408-h272-k-no,Scranton
"1000 Boardwalk, Atlantic City, NJ 08401",https://lh5.googleusercontent.com/p/AF1QipM8Cjah_XiHA3gPY6Y_8b7mfUXQX_-x48bAJv8Q=w408-h544-k-no,Atlantic City
"3101 W 5th Ave, Gary, IN 46406",https://lh5.googleusercontent.com/p/AF1QipMZP7aZoz0toP7youslV06vDwr83i4Edmiv7qI-=w408-h612-k-no,Gary
"2001 E Broadway, Columbia, MO 65201",https://lh5.googleusercontent.com/p/AF1QipO_g1NWWDgV-fgoOrl78lxB7RKdlC4u9VghVFKG=w408-h306-k-no,Columbia
"1787 Purdy Ave, Miami Beach, FL 33139",https://lh5.googleusercontent.com/p/AF1QipOfSmDDjPVRcYqjj4otpd7qrUjCVA-YLdKQQXhG=w426-h240-k-no,Miami
"35 Market Square, Knoxville, TN 37902",https://lh5.googleusercontent.com/p/AF1QipPWPWBXEf7Ah-_aoFs0Y7QpoK4U0wrP3X3n6shb=w408-h544-k-no,Knoxville
"890 W Belmont Ave, Fresno, CA 93728",https://lh5.googleusercontent.com/p/AF1QipPPAtW9mZQypWfe4BJ4pmouakXIY0Q03-1biB53=w408-h306-k-no,Fresno
"14 Hancock St, Portsmouth, NH 03801",https://lh5.googleusercontent.com/p/AF1QipP5H-HFwRA0SshcxZ6ECPfpEHPPcZmnclxvAD8Q=w408-h306-k-no,Portsmouth
"7340 Burlington Pike, Florence, KY 41042",https://lh5.googleusercontent.com/p/AF1QipO4doaODel_DAfZaTrEem910j0e7qTxyYkyRjP6=w408-h544-k-no,Florence
"591 Sugarbush Farm Rd, Woodstock, VT 05091",https://lh5.googleusercontent.com/p/AF1QipO_EQ4jp-gYjW0mX9EDcC16ebqtWhiS3_v7W3HN=w426-h240-k-no,Woodstock
"605 Washington Ave, St. Louis, MO 63101",https://lh5.googleusercontent.com/p/AF1QipPQEVBR3SAOAJ7UW8RmUCPTCmr4G_MHYjb3FaqV=w532-h240-k-no,St. Louis
"122 N Washington St Suite A, Sumter, SC 29150",https://lh5.googleusercontent.com/p/AF1QipO1aqB96Cy1dgXXibzKEjF9S-zbQCeZ2QbhFCgw=w408-h306-k-no,Sumter
"300 NE Bend River Mall Dr, Bend, OR 97703",https://lh5.googleusercontent.com/p/AF1QipMHdwBloBTmFnFBccMl-hk0KnXE2aGPsHrhdR9J=w408-h725-k-no,Bend
"4675 Telegraph Rd, Davenport, IA 52804",https://lh5.googleusercontent.com/p/AF1QipPH6A9_FhRhy8tVXDaT_Zqe0HAoTbV5qzXPXRTr=w408-h306-k-no,Davenport
"Ladera St, San Diego, CA 92107",https://lh5.googleusercontent.com/p/AF1QipNQ7cvS5_xzhYJv4z2YeILX5K3Fy5jRXTlRKNzb=w408-h248-k-no,San Diego
"500 Riverside Park Rd, Bismarck, ND 58504",https://lh5.googleusercontent.com/p/AF1QipMbIFAoqszxeb0oJL4mphSmHTw4ms5wNU6b-ftl=w408-h544-k-no,Bismarck
"822 W Liberty St, Sumter, SC 29150",https://lh5.googleusercontent.com/p/AF1QipOnOXS6S_-emVqFX_28_hUITb1YoXnT9shRfeEe=w408-h271-k-no,Sumter
"820 E Genesee St, Syracuse, NY 13210",https://lh5.googleusercontent.com/p/AF1QipMQ22K1UCVxQrztRRENNh2lQYywjT43KKoL3VG8=w408-h306-k-no,Syracuse
"1403 3rd St, Alexandria, LA 71301",https://lh5.googleusercontent.com/p/AF1QipNiYFRXgzz16pA6N66WH5ZDCLIvgDAwK1_Prsep=w408-h306-k-no,Alexandria
"6105 Bloomington Ave S, Richfield, MN 55423",https://lh5.googleusercontent.com/p/AF1QipMAdiSAQ9LwN0muGm49nwqtTyFZfE1FJfFCt3Wf=w408-h240-k-no-pi-0-ya0-ro-0-fo100,Richfield
"6800 Mahan Dr, Tallahassee, FL 32308",https://lh5.googleusercontent.com/p/AF1QipO2GGYKk-buIPZxChkj5UaCZ9bOuRd8QHngjOT2=w408-h306-k-no,Tallahassee
"3945 Museum Rd, Tallahassee, FL 32310",https://lh5.googleusercontent.com/p/AF1QipPIEFfx7DTM79kieoPB5XDNgD5CxyZCm2MB3WJV=w408-h272-k-no,Tallahassee
"1102 S Yale Ave, Tulsa, OK 74112",https://lh5.googleusercontent.com/p/AF1QipNsDktFd-QtdRCaEuYpb31p3NbCpBKAcom4c7yJ=w408-h253-k-no,Tulsa
"12350 Automobile Blvd, Clearwater, FL 33762",https://lh5.googleusercontent.com/p/AF1QipPtzyrNLqpi8lzGYo47HXTiRaYh40WWCtu0HBhj=w426-h240-k-no,Tampa
"801 Water St, Tampa, FL 33602",https://lh5.googleusercontent.com/p/AF1QipMKzd6KsCKAdvNcVaHLCWfqH2rJD7RwvPadfVeM=w408-h279-k-no,Tampa
"5205 Airways Blvd, Southaven, MS 38671",https://lh5.googleusercontent.com/p/AF1QipOMOiLALtNpkFba41gknNPgCYdEuZZtdK2yU_o=w408-h331-k-no,Southaven
"100 Tatanka Dr, Deadwood, SD 57732",https://lh5.googleusercontent.com/p/AF1QipOSUtQbGtsrOhmAlnK4nDno8DsbqgYgJRJRry9b=w408-h271-k-no,Deadwood
"2 Main St N, Minot, ND 58703",https://lh5.googleusercontent.com/p/AF1QipNzvZFQbsJadxGSWmqdaSDoa8IlhG_58GV2CPkF=w408-h241-k-no,Minot
"Idaho Falls, ID 83402",https://lh5.googleusercontent.com/p/AF1QipO9WuwE0D6p3jM28uFv7DiQfgw0enPQOvOIIcHn=w408-h306-k-no,Idaho Falls
"121 E Main St, Newark, DE 19711",https://lh5.googleusercontent.com/p/AF1QipPXZ0UNn9LHkI5xStqjdpp6F2XQat_3HmRCBbdj=w408-h271-k-no,Newark
"207 W York St, Savannah, GA 31401",https://lh5.googleusercontent.com/p/AF1QipNTkJnBe6_m_MiB3koGUwywMTKHAj3KMxbf-DQV=w408-h306-k-no,Savannah
"1 Broad St, Chattanooga, TN 37402",https://lh6.googleusercontent.com/proxy/-2arM1YhzmO8bU0AfQvLN32DkyZb--fnM3o0_-UKyHXvLbtLTfBzGSjB8RPljijZc7Uem8_SJ-0Mp1xhNHF0DYEVATcWZ1B4z8dS9PLuryUezBSVoke_v5l85-IJlgUSjKUKInRamqEA_5zHl81K_ZBh5gL6yr8=w408-h272-k-no,Chattanooga
"18931 E Valley View Pkwy ste d, Independence, MO 64055",https://lh5.googleusercontent.com/p/AF1QipMPcid4cyrZztUmTuQ49CWPFxRAiDopcHntFM2m=w408-h306-k-no,Independence
"300 Alamo Plaza, San Antonio, TX 78205",https://lh5.googleusercontent.com/p/AF1QipMn7mzFfDWAz__vHgiTdzhS3gDzuubsqWyg6k0L=w408-h544-k-no,San Antonio
"117 Sandusky St, Pittsburgh, PA 15212",https://lh5.googleusercontent.com/p/AF1QipMfSnlmphc6CzKNoNH2SXXu9yojetPYmjUSv6sO=w408-h541-k-no,Pittsburgh
"111 S Michigan Ave, Chicago, IL 60603",https://lh5.googleusercontent.com/p/AF1QipMmBDWZhGnFpMGLw9pQ604CXwYZb_zRIBMfKl0Y=w408-h296-k-no,Chicago
"645 S State St, Salt Lake City, UT 84111",https://lh5.googleusercontent.com/p/AF1QipNUESGJnqNaOEEVezf3wew932qcuGLfVMduAlSk=w408-h247-k-no,Salt Lake City
"909 E Douglas Ave, Wichita, KS 67202",https://lh5.googleusercontent.com/p/AF1QipPoUdFdKu7j5nbho-tvwxg2LWi40CcLYnp0ioAG=w481-h240-k-no,Wichita
"115 12th St, Columbus, GA 31901",https://lh5.googleusercontent.com/p/AF1QipNFPvL9XcErcYjZhYgCF_2eBtGQ_WXlHIMQ4E1B=w489-h240-k-no,Columbus
"117 Highland St, Worcester, MA 01609",https://lh5.googleusercontent.com/p/AF1QipOBPk6wCKTMxY-nKo1p7R6Hglz-xcetQ0rfgNdB=w408-h544-k-no,Worcester
"44 Ochre Point Ave, Newport, RI 02840",https://lh5.googleusercontent.com/p/AF1QipNhtTERdn5_SyTI8TYv3cS4zyDNoLbkTX8iCKAL=w408-h306-k-no,Newport
"221 S Grand Ave, Los Angeles, CA 90012",https://lh5.googleusercontent.com/p/AF1QipOphRQBgH29Q1CtSErWDqrNsRiWq02CrPNV_o26=w408-h306-k-no,Los Angeles
"300 Parkside Ave, Buffalo, NY 14214",https://lh5.googleusercontent.com/proxy/dnJ68ZVkJoetIW3YlWL9ESgB92gre-nqYPioGGaZl9-VW9fJt-zMUVVSWid2j6ZdaaFbZIMqXfZXwJ-zB9q_mcKzL9UeLmu1D7MHO0NmJnJwlYMTGTeMcUdM3AmV8ak9FZdedea6xGCxhlwmWwEe9KtPJCXCFeg=w408-h272-k-no,Buffalo
"20 Barnestown Rd, Camden, ME 04843",https://lh5.googleusercontent.com/p/AF1QipPnUSfBbzXJlj8eyVFP-a4Jl2IV_NWIucbAMVQ=w425-h240-k-no,Camden
"360 Meeting St, Charleston, SC 29403",https://lh5.googleusercontent.com/p/AF1QipOZfKH3mrBQhw4QWpXjvnw40ziQQA9gazogwXWF=w408-h306-k-no,Charleston
"301 N Holtzclaw Ave, Chattanooga, TN 37404",https://lh5.googleusercontent.com/p/AF1QipO4k1g4nPiEsglxgKqHfzUXKSuC1cklaI-0xjb0=w408-h271-k-no,Chattanooga
"160 S Green Valley Pkwy, Henderson, NV 89052",https://lh5.googleusercontent.com/p/AF1QipMBe1U4gS3PpVbDc4sWizguo2JIGdNqE3CCkYbT=w408-h306-k-no,Henderson
"10300 Little Patuxent Pkwy, Columbia, MD 21044",https://lh5.googleusercontent.com/p/AF1QipMCH9Q4UN0UC1mue01FVRzEbJsFbGdA_Z0aySAu=w426-h240-k-no,Columbia
"3000 N Meridian St, Indianapolis, IN 46208",https://lh5.googleusercontent.com/p/AF1QipOi4W3XlMbLdm8BHOpOPCpvV8qonpxOzWKEkv8L=w408-h306-k-no,Indianapolis
"11150 East Blvd, Cleveland, OH 44106",https://lh5.googleusercontent.com/p/AF1QipNPhO-5CFYCAwM4WcGEGwReJzetNFqKygDOVwbf=w408-h306-k-no,Cleveland
"27 1st Ave SE, Watertown, SD 57201",https://lh5.googleusercontent.com/p/AF1QipMI2ORO0Plt5RdaRmDqFOoOpNJ3VL9dhBg27cdL=w408-h291-k-no,Watertown
"1251 Wynnton Rd, Columbus, GA 31906",https://lh5.googleusercontent.com/p/AF1QipO2BfW2198kYU2TrIOb8A4DFdf1deekGL7JrLeJ=w408-h272-k-no,Columbus
"606 W Cypress St, San Antonio, TX 78212",https://lh5.googleusercontent.com/p/AF1QipMWv2pQC6T7yqTiuzNhx13zm0UbIURVuBSYNYeA=w408-h272-k-no,San Antonio
"111 N Walnut St, Appleton, WI 54911",https://lh5.googleusercontent.com/p/AF1QipObWXNVDyjz86fwg_0LZZR5nq6bSOgO7CL3samT=w408-h306-k-no,Appleton
"2266 Kettner Blvd, San Diego, CA 92101",https://lh5.googleusercontent.com/p/AF1QipMwEZAnR6wIBuS1uexR2ErE-dSV1epsKNGbbyFH=w408-h272-k-no,San Diego
"8525 Garland Rd, Dallas, TX 75218",https://lh5.googleusercontent.com/p/AF1QipPUlA5buHn4A8P7IaMK--pyO79T4b6NurPZySo=w408-h408-k-no,Dallas
"1801 N Griffin St, Dallas, TX 75202",https://lh5.googleusercontent.com/p/AF1QipPKWQEqM9E6V_54SWxtL5Z_QT-QLMh3LQumE3kA=w408-h306-k-no,Dallas
"490 S Center St, Reno, NV 89501",https://lh5.googleusercontent.com/p/AF1QipPLHvsnFkcCf9_dHiChghYwWadGmWwwphOHj6QR=w426-h240-k-no,Reno
"2007 Celanese Rd, Rock Hill, SC 29732",https://lh5.googleusercontent.com/p/AF1QipO2MWVCOGWjJTBr7_jQFzT4BQKE486mlXBRC4P7=w427-h240-k-no,Rock Hill
"Red Hills Pkwy, St. George, UT 84770",https://lh5.googleusercontent.com/p/AF1QipOdqOzNDlLsE2hyhY8-TIhcTjcivc509J7DcQ4a=w408-h306-k-no,St. George
"2800 Broadway, San Antonio, TX 78209",https://lh5.googleusercontent.com/p/AF1QipOdmDEvVZAS8IY2kat-Rb9GHlgGe-5SAGXEsBgL=w426-h240-k-no,San Antonio
"801 S 10th St, Omaha, NE 68108",https://lh5.googleusercontent.com/p/AF1QipMzU0Syo2DUV_FILRWUezZT58ySNCwUH---3rIO=w408-h306-k-no,Omaha
"790 N High St, Columbus, OH 43215",https://lh5.googleusercontent.com/p/AF1QipMrSL1UU0xVl3vVeU9qHfDoguzQ0aRggYmpbNFy=w426-h240-k-no,Columbus
"2601 Minnesota Ave, Billings, MT 59101",https://lh5.googleusercontent.com/p/AF1QipPPiV1wvVRf-CeB1XNHhHGrLL4b3qnGJBi0l3eW=w408-h611-k-no,Billings
"305 E 35th St, Davenport, IA 52806",https://lh5.googleusercontent.com/p/AF1QipMmHAVRT5UVz3zb2TE3jHSYbb5D3AVwC_RkJDLL=w426-h240-k-no,Davenport
